name,age,gender,department,degree,cgpa,internships,projects,programming_skills,communication_skills,aptitude_score,technical_score,work_experience,certifications,soft_skills,leadership,hackathons,placed,salary_lpa
Student_1220,22,Male,Civil,B.Tech,6.82,2,0,63,76,91,93,11,0,94,0,3,1,13.76
Student_1221,22,Female,Information Technology,B.Tech,7.73,1,2,92,56,77,61,23,3,36,1,1,1,15.38
Student_1222,23,Female,Civil,B.E,9.43,0,0,79,46,67,76,8,3,95,1,0,1,15.06
Student_1223,22,Male,Mechanical,B.Tech,8.61,1,3,32,78,84,80,9,5,77,0,1,1,13.04
Student_1224,21,Male,Electrical,B.E,7.7,2,1,34,33,46,47,17,3,86,0,2,0,0.0
Student_1225,23,Male,Mechanical,B.Tech,8.26,0,5,31,54,97,62,18,4,53,1,1,1,11.98
Student_1226,20,Male,Electrical,B.E,6.53,1,1,78,39,38,68,3,2,75,0,2,1,12.03
Student_1227,23,Male,Electrical,B.Tech,7.14,2,5,44,30,70,56,17,0,52,1,1,1,9.65
Student_1228,20,Male,Electrical,B.E,8.35,2,2,56,30,53,63,11,0,31,0,3,0,0.0
Student_1229,21,Female,Civil,B.Tech,8.89,3,5,87,36,93,60,23,2,61,0,2,1,16.54
Student_1230,23,Male,Mechanical,MCA,6.63,0,1,39,95,47,34,15,0,98,1,0,0,0.0
Student_1231,22,Male,Computer Science,B.E,6.92,3,1,40,83,74,83,18,3,46,1,3,1,14.74
Student_1232,23,Male,Electronics,BCA,9.58,1,2,35,99,40,93,8,2,41,0,1,0,0.0
Student_1233,22,Male,Electronics,B.Tech,7.5,0,5,49,35,42,82,6,1,94,0,1,1,10.89
Student_1234,22,Female,Civil,B.Tech,9.22,3,4,36,99,59,95,18,3,93,1,3,1,14.72
Student_1235,21,Male,Mechanical,B.Tech,7.61,2,4,74,71,85,60,0,4,89,0,1,0,0.0
Student_1236,20,Female,Electronics,B.Tech,7.65,2,3,81,85,49,33,13,0,98,0,0,1,13.5
Student_1237,20,Female,Computer Science,M.Tech,7.09,1,4,42,90,78,48,23,2,99,0,1,1,12.69
Student_1238,21,Male,Civil,BCA,8.34,3,3,66,48,69,89,23,5,94,0,1,1,16.4
Student_1239,20,Female,Electronics,B.E,8.76,0,4,51,81,98,39,17,1,97,1,3,1,14.64
Student_1240,22,Female,Computer Science,B.E,6.36,0,5,35,75,51,68,11,4,82,0,3,0,0.0
Student_1241,23,Male,Information Technology,B.Tech,7.05,0,5,62,58,47,30,19,2,52,0,0,0,0.0
Student_1242,23,Male,Electrical,B.Tech,8.32,2,3,78,64,93,52,0,1,62,0,3,1,11.87
Student_1243,21,Female,Computer Science,BCA,7.27,0,2,45,44,53,37,19,5,56,1,3,0,0.0
Student_1244,23,Female,Electronics,B.Tech,6.91,3,3,85,42,45,37,4,2,65,1,0,0,0.0
Student_1245,23,Male,Mechanical,B.Tech,8.41,0,4,99,94,87,41,17,5,78,0,1,1,14.52
Student_1246,23,Female,Computer Science,MCA,8.5,2,5,33,81,86,67,8,3,46,0,3,1,13.62
Student_1247,21,Male,Computer Science,MCA,6.95,3,4,41,69,34,78,18,4,31,0,2,1,13.23
Student_1248,21,Female,Electrical,B.E,7.61,3,5,50,78,89,50,14,4,72,1,1,1,15.63
Student_1249,23,Male,Mechanical,B.Tech,6.19,1,4,89,58,74,87,22,5,99,1,3,1,13.7
Student_1250,20,Male,Information Technology,BCA,6.5,0,5,39,47,49,57,18,3,90,1,3,0,0.0
Student_1251,21,Female,Information Technology,B.Tech,7.52,3,4,62,95,67,81,21,5,30,1,2,1,16.73
Student_1252,20,Female,Electronics,B.Tech,7.43,1,5,67,99,46,67,3,0,71,0,0,0,0.0
Student_1253,23,Female,Civil,B.Tech,6.43,3,1,39,45,41,80,9,2,67,1,3,1,14.14
Student_1254,22,Male,Civil,MCA,6.68,0,5,32,86,39,98,10,2,59,1,0,0,0.0
Student_1255,20,Male,Information Technology,MCA,6.33,2,2,38,60,41,99,0,0,76,0,4,0,0.0
Student_1256,20,Female,Civil,M.Tech,7.86,0,4,33,79,70,71,0,5,59,0,0,0,0.0
Student_1257,22,Female,Electrical,B.Tech,5.43,1,2,65,37,86,97,0,4,93,0,0,0,0.0
Student_1258,22,Male,Information Technology,B.E,6.39,0,2,95,63,64,79,18,4,93,0,1,0,0.0
Student_1259,23,Female,Computer Science,B.Tech,5.54,3,4,54,38,31,48,10,3,75,0,1,0,0.0
Student_1260,21,Male,Electrical,MCA,7.82,2,3,47,87,60,95,18,3,62,1,1,1,15.04
Student_1261,23,Male,Mechanical,B.Tech,5.6,0,4,46,57,82,40,20,2,71,1,4,0,0.0
Student_1262,21,Male,Civil,B.Tech,7.43,1,0,98,48,88,62,0,4,93,0,1,1,14.82
Student_1263,23,Male,Information Technology,M.Tech,9.04,1,5,97,78,81,40,20,5,51,1,4,1,14.44
Student_1264,20,Male,Information Technology,B.E,9.07,2,2,75,96,55,84,5,1,90,1,0,1,15.9
Student_1265,20,Female,Information Technology,BCA,5.59,1,4,62,53,75,92,9,2,71,0,3,0,0.0
Student_1266,20,Male,Information Technology,B.Tech,7.7,1,1,41,80,34,87,23,0,34,0,0,0,0.0
Student_1267,21,Male,Electronics,BCA,6.41,3,3,95,78,58,37,7,5,82,1,1,1,14.31
Student_1268,23,Male,Computer Science,B.Tech,6.21,2,3,30,64,67,48,22,3,44,1,0,0,0.0
Student_1269,20,Male,Electrical,B.Tech,7.29,3,0,41,86,31,53,12,3,66,1,1,1,12.78
Student_1270,21,Male,Mechanical,B.E,8.63,3,2,77,38,31,38,0,1,96,0,2,0,0.0
Student_1271,20,Female,Electrical,B.Tech,8.0,3,3,42,91,86,67,19,0,84,0,4,1,13.81
Student_1272,23,Male,Mechanical,B.E,6.68,3,5,37,58,45,32,1,4,78,0,3,0,0.0
Student_1273,22,Female,Information Technology,B.Tech,8.11,2,5,71,33,38,72,15,5,34,0,3,1,14.18
Student_1274,23,Female,Mechanical,B.Tech,5.16,2,2,31,99,71,70,11,2,90,0,2,0,0.0
Student_1275,22,Male,Computer Science,M.Tech,6.65,2,3,48,84,49,71,3,4,53,1,1,1,13.67
Student_1276,22,Female,Civil,B.Tech,6.58,0,1,74,87,98,93,12,3,33,1,1,1,13.99
Student_1277,23,Female,Civil,M.Tech,7.48,3,5,42,40,96,85,8,3,97,0,0,0,0.0
Student_1278,20,Female,Computer Science,M.Tech,7.2,2,5,83,82,87,48,2,1,43,1,3,1,14.56
Student_1279,23,Female,Mechanical,B.Tech,7.26,3,5,36,78,51,70,13,3,52,0,3,1,11.94
Student_1280,22,Female,Mechanical,BCA,7.23,2,2,72,93,91,86,1,0,39,1,2,1,15.98
Student_1281,22,Female,Information Technology,B.Tech,7.42,1,2,35,56,47,89,12,1,73,0,2,0,0.0
Student_1282,21,Female,Computer Science,B.Tech,7.94,1,4,81,94,46,75,5,2,90,1,1,1,12.04
Student_1283,23,Male,Civil,B.Tech,7.55,3,4,82,79,98,35,19,1,66,1,4,1,12.63
Student_1284,21,Female,Information Technology,BCA,7.12,2,1,85,47,77,60,22,5,90,1,4,1,14.33
Student_1285,20,Female,Mechanical,B.E,7.8,3,3,49,44,36,90,22,0,95,1,2,1,14.73
Student_1286,23,Female,Information Technology,B.E,8.23,2,3,46,93,92,35,22,5,91,0,3,1,10.86
Student_1287,20,Male,Mechanical,MCA,6.84,2,2,98,75,41,71,2,0,41,1,1,0,0.0
Student_1288,20,Male,Computer Science,B.Tech,7.34,0,2,81,38,77,67,12,5,44,1,0,1,14.48
Student_1289,22,Male,Electronics,MCA,8.56,0,1,42,38,60,45,5,2,50,0,1,0,0.0
Student_1290,20,Male,Mechanical,M.Tech,6.3,2,2,32,87,31,54,2,5,74,1,4,1,13.2
Student_1291,23,Male,Electronics,MCA,9.2,0,1,54,41,85,98,9,3,90,1,2,1,15.36
Student_1292,21,Male,Mechanical,MCA,6.06,0,1,76,45,78,71,10,2,51,1,4,0,0.0
Student_1293,20,Male,Information Technology,MCA,7.05,3,1,56,73,91,95,7,0,76,0,1,1,12.56
Student_1294,23,Male,Electronics,B.Tech,6.45,2,2,86,90,72,62,2,2,43,1,2,1,12.55
Student_1295,22,Male,Civil,BCA,9.59,0,3,65,53,82,89,9,3,68,1,0,1,11.24
Student_1296,21,Female,Electronics,BCA,6.9,1,2,99,76,93,73,3,5,84,1,3,1,14.36
Student_1297,22,Male,Computer Science,B.E,6.9,1,0,90,79,98,93,0,1,57,1,1,1,14.49
Student_1298,22,Male,Electrical,B.Tech,7.03,0,4,62,72,69,52,10,0,41,0,0,0,0.0
Student_1299,20,Male,Civil,MCA,7.5,2,2,88,77,31,56,1,1,58,1,1,1,14.56
Student_1300,23,Male,Civil,B.Tech,7.07,1,3,61,45,54,32,23,1,83,0,3,1,12.01
Student_1301,21,Male,Civil,B.E,7.27,3,3,30,73,73,45,20,5,95,0,4,1,13.18
Student_1302,22,Female,Civil,B.E,5.0,0,3,51,30,37,39,22,0,73,0,4,0,0.0
Student_1303,23,Female,Civil,B.Tech,7.46,3,2,58,81,38,42,2,5,76,1,1,1,13.99
Student_1304,22,Male,Mechanical,M.Tech,7.42,0,4,98,85,57,51,11,0,59,1,2,1,14.47
Student_1305,22,Female,Computer Science,B.Tech,8.44,3,5,87,85,93,91,19,4,95,0,2,1,15.85
Student_1306,21,Male,Mechanical,M.Tech,8.71,3,5,40,32,52,56,13,2,90,1,3,0,0.0
Student_1307,20,Male,Information Technology,BCA,7.21,1,2,30,93,95,87,7,0,98,0,3,1,13.49
Student_1308,21,Male,Civil,B.Tech,8.22,1,2,67,60,86,87,19,3,90,1,0,1,14.24
Student_1309,23,Male,Electronics,M.Tech,6.3,0,0,67,35,51,98,7,4,68,1,0,0,0.0
Student_1310,22,Female,Electrical,B.Tech,8.17,1,2,81,67,46,65,23,5,97,1,2,1,13.67
Student_1311,21,Female,Mechanical,BCA,6.83,2,5,48,70,87,89,2,1,72,0,2,1,12.56
Student_1312,23,Female,Mechanical,MCA,6.22,2,1,86,58,82,59,16,3,72,0,4,1,12.92
Student_1313,23,Male,Electrical,B.Tech,7.21,0,5,58,82,74,74,0,3,75,0,4,1,14.03
Student_1314,23,Female,Electronics,M.Tech,8.8,0,4,53,68,98,86,21,2,43,1,0,1,13.01
Student_1315,21,Male,Electronics,B.E,7.58,2,3,59,45,37,39,8,5,88,1,2,0,0.0
Student_1316,22,Male,Electronics,B.E,8.9,2,3,96,73,57,34,0,2,55,0,2,1,16.28
Student_1317,22,Male,Electrical,M.Tech,6.65,3,4,57,48,72,41,20,2,76,1,2,1,14.56
Student_1318,21,Female,Civil,B.E,8.45,3,0,69,38,35,80,23,3,89,1,0,1,14.13
Student_1319,21,Other,Computer Science,B.E,6.75,2,0,92,48,98,63,22,5,38,1,4,1,13.52
Student_1320,20,Male,Electronics,B.Tech,7.63,2,1,31,93,70,49,11,5,51,1,0,1,14.28
Student_1321,21,Female,Electronics,B.Tech,7.62,2,4,67,70,51,83,1,4,95,0,4,1,15.32
Student_1322,22,Female,Mechanical,MCA,8.06,1,2,79,52,46,31,5,0,55,0,4,0,0.0
Student_1323,23,Female,Computer Science,B.Tech,7.65,2,1,93,55,30,42,0,1,76,1,4,1,14.54
Student_1324,23,Male,Civil,B.E,6.66,0,0,34,90,71,62,1,0,69,1,0,0,0.0
Student_1325,20,Female,Civil,B.Tech,8.28,3,2,80,76,98,94,3,0,90,0,2,1,14.57
Student_1326,22,Female,Information Technology,BCA,9.13,3,2,86,84,32,82,13,4,65,1,0,1,16.7
Student_1327,20,Female,Computer Science,B.E,6.82,1,1,54,72,58,77,18,4,59,1,3,1,13.08
Student_1328,22,Male,Mechanical,B.Tech,5.56,1,0,82,99,76,79,14,0,31,1,4,0,0.0
Student_1329,21,Female,Information Technology,B.Tech,7.9,1,4,64,75,60,51,4,2,63,0,2,1,13.25
Student_1330,21,Male,Electrical,B.Tech,7.07,3,4,76,58,75,61,14,1,70,1,0,1,12.16
Student_1331,22,Female,Civil,MCA,7.27,0,1,57,47,79,92,5,0,78,0,1,0,0.0
Student_1332,21,Male,Electrical,B.E,7.96,1,2,42,33,97,81,11,2,84,0,0,0,0.0
Student_1333,23,Male,Mechanical,B.E,6.94,2,1,88,83,72,71,21,0,84,1,2,1,14.05
Student_1334,22,Male,Electrical,M.Tech,7.13,2,2,45,95,79,35,3,4,62,0,1,0,0.0
Student_1335,23,Male,Computer Science,B.Tech,7.3,1,0,43,76,51,81,20,5,35,0,4,1,11.98
Student_1336,22,Male,Information Technology,B.Tech,8.87,0,5,92,64,40,55,6,2,47,1,1,1,13.62
Student_1337,21,Male,Computer Science,B.Tech,7.43,2,4,95,39,36,56,16,1,58,1,1,1,12.43
Student_1338,23,Male,Civil,B.Tech,6.16,2,5,72,75,37,77,6,2,98,0,1,0,0.0
Student_1339,21,Male,Mechanical,M.Tech,6.2,3,1,70,44,87,57,3,5,83,0,4,1,14.24
Student_1340,22,Female,Information Technology,MCA,7.54,0,5,55,73,32,70,10,0,92,0,1,0,0.0
Student_1341,20,Female,Information Technology,MCA,6.27,0,3,72,51,63,30,9,4,99,0,4,0,0.0
Student_1342,20,Female,Mechanical,MCA,5.84,1,1,72,90,72,42,12,0,39,1,3,0,0.0
Student_1343,22,Male,Information Technology,B.E,8.04,2,1,66,95,77,67,5,1,30,0,1,0,0.0
Student_1344,20,Male,Mechanical,B.Tech,8.08,0,4,75,46,34,97,23,2,70,1,2,1,14.62
Student_1345,23,Female,Mechanical,B.E,7.03,0,4,68,52,90,83,16,2,48,0,0,1,12.92
Student_1346,23,Male,Information Technology,MCA,7.69,1,4,91,94,60,59,20,1,90,0,4,1,12.94
Student_1347,22,Male,Information Technology,M.Tech,7.59,1,1,76,31,31,97,18,4,62,0,4,1,16.6
Student_1348,22,Female,Electronics,B.E,8.0,2,3,56,66,39,49,17,4,30,1,1,0,0.0
Student_1349,22,Female,Mechanical,M.Tech,8.0,0,5,75,39,90,92,3,2,45,0,0,0,0.0
Student_1350,20,Male,Information Technology,BCA,5.0,3,0,46,60,96,58,14,2,53,0,2,0,0.0
Student_1351,21,Female,Electronics,MCA,7.16,0,1,44,32,82,36,21,0,31,0,3,0,0.0
Student_1352,21,Male,Mechanical,BCA,7.92,1,0,87,39,53,30,2,3,52,1,3,0,0.0
Student_1353,23,Female,Information Technology,B.Tech,6.99,3,0,70,58,96,98,11,1,67,1,0,1,13.95
Student_1354,20,Male,Mechanical,B.Tech,7.44,2,5,33,34,49,74,4,1,92,0,0,0,0.0
Student_1355,21,Male,Computer Science,B.E,8.15,3,1,54,85,46,40,19,5,75,1,1,1,13.7
Student_1356,21,Female,Computer Science,B.Tech,7.48,0,1,98,70,83,99,22,3,36,0,3,1,17.62
Student_1357,20,Male,Information Technology,MCA,8.91,2,0,74,61,52,32,1,4,59,0,1,1,14.93
Student_1358,20,Female,Information Technology,B.E,8.53,0,5,90,63,66,53,19,1,83,1,4,1,14.62
Student_1359,21,Male,Computer Science,B.E,7.28,2,2,68,88,76,82,8,3,55,0,1,1,15.18
Student_1360,20,Female,Electrical,B.Tech,7.2,1,4,32,89,41,33,23,0,69,1,4,0,0.0
Student_1361,20,Female,Information Technology,B.E,5.0,3,1,42,33,94,93,0,1,98,0,4,1,13.97
Student_1362,21,Male,Civil,B.E,7.07,0,3,36,77,41,77,4,4,39,0,3,0,0.0
Student_1363,20,Female,Electrical,B.Tech,6.05,3,5,81,62,99,96,17,2,63,0,0,1,13.21
Student_1364,22,Male,Civil,MCA,7.62,1,4,82,84,49,88,18,3,72,0,0,1,12.69
Student_1365,20,Male,Civil,B.Tech,7.55,2,3,61,85,59,87,1,4,85,0,0,1,11.05
Student_1366,21,Male,Computer Science,B.Tech,8.1,2,1,80,79,47,45,3,5,88,1,3,1,14.95
Student_1367,21,Female,Electronics,B.Tech,8.8,0,1,68,77,67,44,8,0,50,0,3,0,0.0
Student_1368,23,Female,Civil,B.E,7.37,1,3,81,44,30,46,0,3,62,1,4,1,13.14
Student_1369,22,Female,Mechanical,M.Tech,9.68,2,2,77,89,41,40,18,5,88,1,4,1,16.37
Student_1370,23,Female,Computer Science,MCA,7.63,3,0,61,79,66,76,16,1,88,0,1,0,0.0
Student_1371,21,Female,Mechanical,B.Tech,6.09,3,1,75,49,78,34,17,5,87,1,1,0,0.0
Student_1372,21,Male,Civil,MCA,6.84,2,2,52,46,97,59,11,3,76,0,3,1,12.19
Student_1373,21,Female,Civil,M.Tech,7.03,1,1,82,65,88,70,15,1,48,0,3,0,0.0
Student_1374,23,Female,Electronics,B.Tech,7.99,1,3,93,53,94,67,13,4,55,0,1,1,13.05
Student_1375,23,Male,Information Technology,B.Tech,6.45,1,1,44,77,85,64,16,5,75,0,0,0,0.0
Student_1376,23,Female,Information Technology,B.Tech,7.1,1,1,76,58,84,45,10,0,47,1,0,0,0.0
Student_1377,23,Male,Information Technology,MCA,7.24,1,0,37,41,54,37,15,4,77,0,4,0,0.0
Student_1378,22,Male,Electronics,B.Tech,6.95,3,3,56,57,93,99,15,5,66,1,1,1,13.23
Student_1379,22,Male,Information Technology,B.E,8.21,1,1,76,87,97,62,15,3,60,0,3,1,16.08
Student_1380,23,Male,Electronics,M.Tech,8.04,0,3,49,88,65,71,20,3,54,0,4,1,11.75
Student_1381,21,Male,Computer Science,MCA,8.57,2,5,46,51,38,69,8,0,84,1,4,1,15.15
Student_1382,21,Female,Information Technology,M.Tech,7.07,2,5,56,85,32,55,21,2,62,0,2,1,12.37
Student_1383,23,Female,Information Technology,BCA,8.6,1,4,38,36,64,80,0,5,51,0,3,1,14.66
Student_1384,21,Male,Computer Science,B.Tech,6.04,2,4,73,98,74,56,11,4,56,1,0,1,14.12
Student_1385,20,Male,Electrical,MCA,6.01,3,5,39,83,68,58,10,2,63,0,4,1,13.02
Student_1386,22,Male,Civil,B.Tech,6.19,3,4,53,32,92,86,20,1,73,1,4,1,13.09
Student_1387,21,Male,Electrical,B.Tech,7.41,3,1,51,79,67,52,1,4,99,0,1,0,0.0
Student_1388,23,Female,Mechanical,MCA,8.6,2,3,97,64,76,78,5,5,53,0,1,1,15.91
Student_1389,23,Male,Computer Science,B.Tech,6.8,0,5,99,91,83,76,11,1,42,1,3,1,18.14
Student_1390,21,Female,Electrical,B.Tech,6.92,2,4,35,46,92,32,19,4,98,0,2,1,9.91
Student_1391,22,Female,Electronics,B.E,7.18,3,2,41,92,72,77,11,1,40,0,3,1,11.44
Student_1392,23,Female,Civil,B.Tech,7.97,3,1,81,90,69,86,15,4,93,1,0,1,15.98
Student_1393,22,Female,Electronics,B.Tech,6.92,3,0,50,49,35,48,4,5,39,1,1,0,0.0
Student_1394,20,Male,Electronics,B.E,6.87,3,2,75,60,74,94,22,3,55,1,3,1,15.78
Student_1395,22,Female,Electronics,BCA,6.05,2,4,94,74,42,31,18,2,99,0,4,1,11.94
Student_1396,22,Female,Information Technology,BCA,6.83,0,3,41,46,55,42,1,1,41,1,0,0,0.0
Student_1397,22,Female,Mechanical,B.Tech,8.58,1,0,97,99,67,96,16,0,41,0,3,1,15.83
Student_1398,20,Female,Civil,B.E,7.49,1,5,33,43,35,89,3,0,72,1,0,0,0.0
Student_1399,21,Female,Computer Science,BCA,6.66,3,2,46,47,78,82,13,5,43,0,4,1,14.67
Student_1400,23,Other,Computer Science,B.Tech,8.64,3,2,65,65,49,72,17,3,31,1,1,1,13.43
Student_1401,20,Male,Electrical,B.Tech,6.81,1,4,91,63,65,44,22,1,78,1,1,0,0.0
Student_1402,21,Female,Mechanical,B.Tech,8.82,1,2,68,33,54,64,1,3,97,0,3,0,0.0
Student_1403,21,Female,Electrical,B.E,8.8,0,3,39,93,54,69,6,5,83,0,4,1,12.35
Student_1404,20,Male,Mechanical,B.Tech,7.46,0,5,47,46,57,36,16,3,97,0,2,0,0.0
Student_1405,20,Female,Mechanical,M.Tech,5.9,1,3,83,37,33,71,6,5,66,0,1,0,0.0
Student_1406,21,Male,Electrical,MCA,9.69,0,3,69,66,43,36,17,0,72,0,4,0,0.0
Student_1407,23,Female,Mechanical,B.Tech,7.79,1,2,30,94,85,38,4,0,98,0,4,0,0.0
Student_1408,20,Male,Information Technology,B.E,7.08,3,5,65,30,38,41,3,3,65,0,2,1,13.48
Student_1409,21,Male,Mechanical,B.Tech,8.36,2,0,58,64,64,43,13,3,32,0,0,1,12.45
Student_1410,20,Female,Information Technology,B.Tech,8.1,2,1,30,93,39,35,16,4,46,0,4,1,14.59
Student_1411,22,Male,Electronics,BCA,8.71,0,5,47,92,67,96,4,5,73,0,3,1,15.4
Student_1412,21,Male,Civil,B.Tech,6.74,3,2,95,41,75,86,20,0,90,0,2,1,14.74
Student_1413,23,Male,Computer Science,MCA,7.72,2,1,79,73,62,65,20,5,72,1,0,1,12.05
Student_1414,22,Male,Civil,B.E,6.21,2,2,34,88,84,55,1,0,58,1,4,0,0.0
Student_1415,23,Female,Mechanical,B.Tech,8.07,1,1,31,77,48,43,7,3,52,1,3,0,0.0
Student_1416,22,Female,Information Technology,B.Tech,7.38,2,3,54,76,69,96,13,4,77,1,1,1,13.99
Student_1417,21,Male,Computer Science,B.Tech,7.68,3,1,62,84,49,85,11,4,92,1,1,1,14.79
Student_1418,23,Female,Civil,MCA,7.25,2,2,61,61,65,82,6,1,49,1,1,0,0.0
Student_1419,21,Male,Civil,M.Tech,7.15,1,5,78,34,34,62,12,3,68,1,4,0,0.0
Student_1420,23,Female,Civil,B.Tech,6.53,2,0,42,74,48,31,23,5,59,0,2,0,0.0
Student_1421,23,Male,Electronics,B.E,8.19,3,4,33,73,79,74,7,1,47,0,4,0,0.0
Student_1422,22,Male,Mechanical,M.Tech,8.89,1,0,77,89,84,64,5,5,58,1,3,1,15.65
Student_1423,22,Male,Electronics,BCA,6.84,3,2,92,94,49,50,17,3,36,1,1,1,14.74
Student_1424,21,Female,Electronics,B.Tech,7.95,2,4,41,53,48,52,13,0,67,1,2,0,0.0
Student_1425,23,Male,Information Technology,B.Tech,7.83,0,5,55,96,50,34,16,1,37,0,4,1,14.3
Student_1426,22,Male,Information Technology,B.Tech,7.41,3,1,73,30,49,91,15,5,63,0,2,1,14.41
Student_1427,23,Female,Electrical,B.Tech,5.87,2,0,41,97,99,41,18,2,92,0,3,0,0.0
Student_1428,21,Female,Mechanical,B.E,6.1,1,4,90,39,75,86,17,5,40,1,0,1,14.58
Student_1429,23,Male,Information Technology,B.Tech,6.62,0,5,45,75,57,98,14,2,47,1,2,0,0.0
Student_1430,21,Female,Electrical,B.Tech,5.26,3,3,67,77,62,33,10,2,80,1,2,1,11.71
Student_1431,20,Female,Computer Science,B.Tech,8.81,3,0,53,74,65,73,11,5,93,0,1,1,13.75
Student_1432,20,Male,Mechanical,B.Tech,7.77,0,3,76,99,68,34,6,4,96,1,4,1,13.8
Student_1433,22,Female,Computer Science,MCA,7.37,2,2,43,68,57,88,10,1,38,0,1,0,0.0
Student_1434,21,Male,Electronics,B.E,5.21,0,2,36,39,98,65,14,4,46,0,4,0,0.0
Student_1435,20,Female,Mechanical,B.Tech,5.58,1,0,65,72,50,31,17,1,98,1,0,0,0.0
Student_1436,21,Male,Electrical,B.E,7.4,2,1,90,50,59,84,18,5,65,0,2,1,16.48
Student_1437,22,Female,Electrical,B.Tech,9.37,0,5,74,72,30,83,9,0,88,0,2,1,14.55
Student_1438,21,Male,Electrical,MCA,6.7,2,0,82,56,64,94,17,3,31,1,1,0,0.0
Student_1439,23,Male,Information Technology,B.E,8.26,1,5,60,32,89,63,10,0,38,0,2,1,11.0
Student_1440,23,Female,Computer Science,B.E,6.92,2,3,39,74,99,95,8,4,44,1,4,1,14.24
Student_1441,22,Male,Electrical,MCA,7.46,3,3,59,36,63,76,3,5,36,1,2,1,13.61
Student_1442,23,Female,Electrical,BCA,8.61,0,5,99,52,39,66,6,4,92,0,2,1,14.82
Student_1443,21,Other,Information Technology,BCA,7.05,3,1,84,73,80,55,16,2,86,0,4,1,15.61
Student_1444,20,Female,Computer Science,B.Tech,6.71,0,5,79,91,74,50,5,4,57,1,4,1,13.84
Student_1445,20,Male,Mechanical,B.Tech,8.82,0,1,51,51,97,73,1,1,35,0,0,0,0.0
Student_1446,23,Female,Computer Science,M.Tech,7.45,1,2,71,50,65,81,6,3,37,0,3,0,0.0
Student_1447,23,Male,Computer Science,B.E,8.49,1,2,73,51,30,32,23,5,48,0,4,1,12.57
Student_1448,22,Male,Electrical,M.Tech,6.71,0,3,75,70,93,58,3,2,80,0,4,1,11.92
Student_1449,20,Female,Electronics,BCA,8.81,1,1,92,43,77,33,3,0,86,1,4,1,15.24
Student_1450,21,Female,Computer Science,B.Tech,7.67,3,4,77,66,86,57,9,2,67,0,0,1,13.47
Student_1451,20,Male,Mechanical,B.Tech,7.83,2,0,45,86,38,85,9,2,93,1,3,0,0.0
Student_1452,20,Male,Electronics,B.E,7.53,2,3,45,35,62,78,22,4,94,1,4,1,14.88
Student_1453,20,Female,Mechanical,B.Tech,6.89,0,3,73,97,62,38,5,4,83,1,2,0,0.0
Student_1454,22,Female,Electrical,M.Tech,7.4,0,3,90,67,48,80,10,2,35,1,0,1,13.86
Student_1455,20,Male,Information Technology,M.Tech,6.96,1,3,96,73,89,30,6,4,92,0,0,1,12.58
Student_1456,23,Female,Mechanical,B.E,8.36,3,4,72,73,43,30,5,0,93,0,1,1,12.94
Student_1457,21,Male,Civil,M.Tech,7.2,3,5,67,96,35,93,7,1,69,0,4,1,15.27
Student_1458,21,Male,Electronics,B.E,5.9,0,1,87,76,46,32,6,3,71,1,0,0,0.0
Student_1459,22,Female,Electrical,M.Tech,5.72,1,2,98,91,99,48,17,4,84,0,3,1,14.63
Student_1460,23,Other,Electronics,B.Tech,5.67,1,3,31,50,37,39,18,4,71,0,0,0,0.0
Student_1461,21,Male,Electronics,M.Tech,8.02,2,2,51,45,70,70,4,3,54,1,4,1,13.97
Student_1462,20,Male,Electrical,M.Tech,6.25,0,5,53,75,42,66,11,0,78,1,0,0,0.0
Student_1463,20,Male,Mechanical,B.Tech,7.7,1,3,69,40,57,88,6,4,84,1,1,1,13.96
Student_1464,23,Female,Electrical,B.E,7.54,3,3,50,37,68,99,20,2,39,0,0,1,12.45
Student_1465,20,Male,Civil,MCA,7.34,1,1,51,44,31,82,2,1,77,1,2,0,0.0
Student_1466,22,Male,Civil,B.Tech,7.84,3,2,31,48,46,62,9,2,42,1,3,1,13.67
Student_1467,21,Other,Information Technology,M.Tech,7.56,2,3,30,36,71,33,7,4,70,0,2,1,9.98
Student_1468,23,Male,Electronics,MCA,5.0,2,2,61,81,31,94,8,1,37,0,2,0,0.0
Student_1469,20,Female,Electrical,MCA,7.08,1,4,99,70,64,69,22,3,99,1,3,1,15.4
Student_1470,23,Male,Mechanical,B.Tech,7.83,3,0,50,44,72,45,12,0,76,0,2,1,13.51
Student_1471,22,Female,Information Technology,B.E,9.04,0,0,46,49,45,67,9,4,62,0,3,1,14.21
Student_1472,21,Male,Information Technology,MCA,9.09,3,2,48,95,41,57,19,0,65,1,1,1,13.01
Student_1473,20,Male,Civil,B.E,6.04,3,1,98,93,64,54,18,5,73,0,0,1,14.47
Student_1474,23,Male,Information Technology,B.Tech,7.05,2,4,76,38,80,61,3,5,38,1,0,1,12.46
Student_1475,21,Female,Computer Science,B.Tech,5.83,3,5,75,72,30,82,11,5,65,0,0,1,13.88
Student_1476,21,Female,Civil,BCA,8.92,2,2,43,52,53,41,9,2,80,1,0,0,0.0
Student_1477,21,Male,Information Technology,B.Tech,8.41,2,3,93,55,99,97,10,4,48,1,0,1,15.61
Student_1478,20,Male,Civil,B.Tech,7.75,0,1,43,71,53,34,8,0,63,0,0,0,0.0
Student_1479,21,Female,Mechanical,B.Tech,7.57,0,3,97,98,53,40,19,1,53,1,0,1,13.4
